date,county,state,fips,TAVG,TMAX,TMIN,PRCP,WIND,DEWP_mean,RH,station
2000-07-18,Dallas County,TX,48113,32.8,38.3,27.2,0.0,4.5,17.7,40.7,GHCND:USW00013960
2000-07-19,Dallas County,TX,48113,33.9,39.4,28.3,0.0,4.0,18.5,40.2,GHCND:USW00013960
2000-07-20,Dallas County,TX,48113,33.9,40.0,27.8,0.0,3.6,17.4,37.6,GHCND:USW00013960
2000-07-21,Dallas County,TX,48113,32.8,38.3,27.2,0.0,3.4,18.3,42.2,GHCND:USW00013960
2000-07-22,Dallas County,TX,48113,28.3,35.0,26.1,0.0,4.1,19.8,59.8,GHCND:USW00013960
2000-07-23,Dallas County,TX,48113,28.3,33.3,23.3,0.0,3.5,18.8,56.5,GHCND:USW00013960
2000-07-24,Dallas County,TX,48113,27.8,33.3,21.7,0.0,3.4,16.3,49.4,GHCND:USW00013960
2000-07-25,Dallas County,TX,48113,29.4,35.6,22.8,0.0,5.0,15.5,42.8,GHCND:USW00013960
2000-07-26,Dallas County,TX,48113,31.1,37.2,24.4,0.0,4.9,18.3,46.6,GHCND:USW00013960
2000-07-27,Dallas County,TX,48113,30.0,33.9,26.1,0.0,4.0,18.7,50.9,GHCND:USW00013960
2000-07-28,Dallas County,TX,48113,30.6,36.7,24.4,0.0,3.8,18.7,49.1,GHCND:USW00013960
2000-07-29,Dallas County,TX,48113,31.7,36.1,26.7,0.0,3.9,17.5,42.9,GHCND:USW00013960
2000-07-30,Dallas County,TX,48113,28.9,34.4,23.3,0.0,3.3,18.5,53.6,GHCND:USW00013960
2000-07-31,Dallas County,TX,48113,29.4,34.4,23.9,0.0,2.6,16.9,47.1,GHCND:USW00013960
2000-08-01,Dallas County,TX,48113,30.0,36.1,23.3,0.0,2.1,16.3,43.8,GHCND:USW00013960
2000-08-02,Dallas County,TX,48113,31.1,38.3,23.3,0.0,3.0,16.4,41.3,GHCND:USW00013960
2000-08-03,Dallas County,TX,48113,32.2,38.9,25.6,0.0,4.6,17.9,42.7,GHCND:USW00013960
2000-08-04,Dallas County,TX,48113,32.8,37.8,27.2,0.0,4.6,18.5,42.9,GHCND:USW00013960
2000-08-05,Dallas County,TX,48113,32.8,38.3,27.2,0.0,5.4,18.4,42.6,GHCND:USW00013960
2000-08-06,Dallas County,TX,48113,32.8,38.3,27.2,0.0,5.5,18.9,44.0,GHCND:USW00013960
2000-08-07,Dallas County,TX,48113,33.3,38.3,27.8,0.0,5.1,18.7,42.2,GHCND:USW00013960
2000-08-08,Dallas County,TX,48113,32.2,37.2,27.2,0.0,5.7,18.8,45.1,GHCND:USW00013960
2000-08-09,Dallas County,TX,48113,31.1,36.7,25.6,0.0,4.6,20.6,53.6,GHCND:USW00013960
2000-08-10,Dallas County,TX,48113,33.3,38.3,27.8,0.0,3.3,17.9,40.1,GHCND:USW00013960
2000-08-11,Dallas County,TX,48113,32.2,39.4,24.4,0.0,1.7,14.6,34.6,GHCND:USW00013960
2000-08-12,Dallas County,TX,48113,33.3,38.9,27.2,0.0,3.7,18.5,41.5,GHCND:USW00013960
2000-08-13,Dallas County,TX,48113,32.2,37.2,26.7,0.0,4.2,16.6,39.4,GHCND:USW00013960
2000-08-14,Dallas County,TX,48113,30.0,36.7,22.8,0.0,3.6,15.1,40.5,GHCND:USW00013960
2000-08-15,Dallas County,TX,48113,32.2,37.2,26.7,0.0,3.6,18.0,42.8,GHCND:USW00013960
2000-08-16,Dallas County,TX,48113,32.8,38.3,27.2,0.0,3.2,19.2,44.7,GHCND:USW00013960
2000-08-17,Dallas County,TX,48113,33.3,40.0,26.7,0.0,2.9,15.9,35.2,GHCND:USW00013960
2000-08-18,Dallas County,TX,48113,35.0,40.0,29.4,0.0,3.2,15.8,31.9,GHCND:USW00013960
2000-08-19,Dallas County,TX,48113,33.9,40.0,27.8,0.0,4.0,15.3,32.8,GHCND:USW00013960
2000-08-20,Dallas County,TX,48113,31.7,38.3,25.0,0.0,4.1,14.3,34.7,GHCND:USW00013960
2000-08-21,Dallas County,TX,48113,33.3,38.3,27.8,0.0,4.6,15.7,34.9,GHCND:USW00013960
2000-08-22,Dallas County,TX,48113,32.2,37.8,26.7,0.0,3.6,18.1,43.2,GHCND:USW00013960
2000-08-23,Dallas County,TX,48113,32.2,37.8,26.1,0.0,3.8,19.1,46.0,GHCND:USW00013960
